record,year,month,season,weather,temp,tempfeel,humidity,windspeed,casual_users,registered_users,all_users
105,2011,May,spring,Mist,21.764153,25.537100000000002,82.9583,7.250271000000001,735,3840,4575
106,2011,May,spring,Clear,22.003347,26.4521,71.9583,8.375871,909,4008,4917
107,2011,May,spring,Clear,24.7025,28.59875,62.6667,8.083549999999999,2258,3547,5805
108,2011,May,spring,Clear,24.770847,28.725,74.9583,9.916536,1576,3084,4660
109,2011,May,spring,Mist,25.898346999999998,29.5148,81,15.667413999999999,836,3438,4274
110,2011,May,spring,Clear,27.094153,30.7771,69.625,10.333611000000001,740,4238,4978
111,2011,May,spring,Clear,29.041653,32.7344,67.75,13.376014,758,3919,4677
112,2011,May,spring,Clear,27.948347000000002,31.8504,65.375,16.125493,871,3808,4679
113,2011,May,spring,Clear,27.3675,30.777500000000003,81.875,14.333846,2355,2433,4788
114,2011,May,spring,Clear,30.066653000000002,33.5546,68.5,8.792075,1549,2549,4098
115,2011,Jun,spring,Mist,31.330847000000002,36.04835,67.7083,13.875164,513,3461,3974
116,2011,Jun,spring,Clear,29.314999999999998,32.1971,30.5,19.583229000000003,736,4232,4968
117,2011,Jun,spring,Clear,25.419999999999998,29.356650000000002,35.4167,16.959107,898,4414,5312
118,2011,Jun,spring,Mist,26.581653000000003,30.8402,65.25,9.292364000000001,1685,3221,4906
119,2011,Jun,spring,Clear,27.811653,31.0929,60,8.167032,673,3875,4548
120,2011,Jun,spring,Clear,29.0075,32.7975,59.791700000000006,12.583136,763,4070,4833
121,2011,Jun,spring,Clear,30.955000000000002,35.1646,60.5,9.417118,815,3771,4586
122,2011,Jun,spring,Clear,29.724999999999998,33.901900000000005,65.45830000000001,10.374949999999998,1729,3237,4966
123,2011,Jun,spring,Clear,26.035,30.082700000000003,49.4583,20.45845,863,4157,5020
124,2011,Jun,spring,Clear,25.693347,29.3877,47.1667,11.250104,769,4411,5180
125,2011,Jun,spring,Mist,25.761653000000003,29.767300000000002,68.8333,13.833556999999999,545,3222,3767
126,2011,Jun,spring,Clear,26.615847000000002,30.01915,73.5833,9.582942999999998,863,3981,4844
127,2011,Jun,spring,Clear,28.563347,32.197700000000005,67.0417,8.000336,1807,3312,5119
128,2011,Jun,spring,Mist,28.665847,32.292300000000004,66.6667,6.834,1639,3105,4744
129,2011,Jun,spring,Mist,26.035,29.767300000000002,74.625,10.416825,699,3311,4010
130,2011,Jun,summer,Mist,27.914153000000002,31.8823,77.0417,11.458675000000001,774,4061,4835
131,2011,Jun,summer,Mist,29.861653,34.69165,70.3333,15.999868,746,4044,4790
132,2011,Jun,summer,Clear,29.690847,32.82915,57.3333,14.875675,969,4022,4991
133,2011,Jun,summer,Clear,28.494999999999997,32.16565,48.3333,14.041257,1782,3420,5202
134,2011,Jun,summer,Clear,27.880000000000003,31.88145,51.3333,6.3337311,1920,3385,5305
135,2011,Jun,summer,Mist,27.982499999999998,31.8502,65.8333,7.2083960000000005,854,3854,4708
136,2011,Jun,summer,Clear,30.510847000000002,34.6279,63.416700000000006,9.666960999999999,732,3916,4648
137,2011,Jun,summer,Clear,29.861653,32.7344,49.7917,17.542007,848,4377,5225
138,2011,Jun,summer,Clear,28.563347,31.8504,43.416700000000006,12.415904000000001,1027,4488,5515
139,2011,Jul,summer,Clear,29.622500000000002,32.6081,39.625,6.874736,1246,4116,5362
140,2011,Jul,summer,Mist,29.383347,33.42875,68.25,15.333486,2282,2367,4649
141,2011,Jul,summer,Mist,29.793346999999997,33.27085,63.7917,5.4591064000000005,3065,2978,6043
142,2011,Jul,summer,Clear,30.613346999999997,34.816900000000004,59.0417,8.459286,1031,3634,4665
143,2011,Jul,summer,Clear,29.52,34.28165,74.33330000000001,10.042161,784,3845,4629
144,2011,Jul,summer,Clear,30.75,34.34355,65.125,10.666400000000001,754,3838,4592
145,2011,Jul,summer,Mist,29.075847,33.524150000000006,75.79169999999999,15.083643,692,3348,4040
146,2011,Jul,summer,Clear,30.6475,34.50125,57.8333,12.292557,1743,3138,4881
147,2011,Jul,summer,Clear,31.2625,36.4902,63.5833,18.916579,723,3363,4086
148,2011,Jul,summer,Clear,30.613346999999997,34.4702,63.1667,9.790911000000001,748,3594,4342
149,2011,Jul,summer,Clear,27.196652999999998,31.21855,59.12500000000001,12.249811,1318,4220,5538
150,2011,Jul,summer,Clear,28.153347,31.91315,58.5,13.958914,2418,3505,5923
151,2011,Jul,summer,Clear,29.485847,33.49165,60.4167,16.417211000000002,2006,3296,5302
152,2011,Jul,summer,Clear,30.613346999999997,35.19625,65.125,14.458867999999999,841,3617,4458
153,2011,Jul,summer,Clear,31.843347,37.37395,65.0417,8.7502,752,3789,4541
154,2011,Jul,summer,Clear,31.501653,37.3425,70.70830000000001,7.625739,644,3688,4332
155,2011,Jul,summer,Mist,33.415,41.31855,69.125,14.875407,632,3152,3784
156,2011,Jul,summer,Clear,34.781653,42.0448,58.0417,8.9177,562,2825,3387
157,2011,Jul,summer,Clear,34.815847,40.214349999999996,50,8.791807,987,2298,3285
158,2011,Jul,summer,Clear,30.476653000000002,36.0479,75.7083,6.0841560999999995,568,3272,3840
159,2011,Jul,summer,Clear,31.775000000000002,34.53335,40.291700000000006,12.292020999999998,755,3901,4656
160,2011,Jul,summer,Clear,31.945847,36.995,58.3333,11.958093,606,3784,4390
161,2011,Jul,summer,Clear,34.371653,39.29835,54.25,11.667245999999999,670,3176,3846
162,2011,Jul,summer,Clear,32.970847,36.42685,46.5833,11.291979,1559,2916,4475
163,2011,Aug,summer,Clear,31.638347,35.1646,55.0833,10.500039,729,3537,4266
164,2011,Aug,summer,Clear,32.116653,35.35355,49.125,13.79195,801,4044,4845
165,2011,Aug,summer,Mist,29.998347,33.99685,65.75,9.084061,467,3107,3574
166,2011,Aug,summer,Mist,29.11,33.2394,75.75,13.20905,799,3777,4576
167,2011,Aug,summer,Clear,29.144153000000003,32.82835,63.083299999999994,12.374632,1023,3843,4866
168,2011,Aug,summer,Mist,29.383347,33.807700000000004,75.5,15.29275,1521,2773,4294
169,2011,Aug,summer,Clear,31.365000000000002,35.16415,59.2083,12.875725000000001,846,3480,4326
170,2011,Aug,summer,Clear,31.775000000000002,36.20605,57.04169999999999,10.125107,907,3695,4602
171,2011,Aug,summer,Clear,31.433346999999998,34.24915,42.4167,13.417285999999999,884,3896,4780
172,2011,Aug,summer,Clear,29.4175,32.57605,42.375,11.041332,812,3980,4792
173,2011,Aug,summer,Clear,29.041653,32.7021,41.5,8.416607,1051,3854,4905
174,2011,Aug,summer,Clear,27.299153,30.80835,71.20830000000001,13.999918,775,3563,4338
175,2011,Aug,summer,Clear,28.734153000000003,32.29185,57.8333,15.834043000000001,721,4004,4725
176,2011,Aug,summer,Clear,29.656653,33.33355,57.5417,9.625689,668,4026,4694
177,2011,Aug,summer,Clear,29.178347000000002,33.1129,65.45830000000001,15.624936,639,3166,3805
178,2011,Aug,summer,Mist,28.085,31.661050000000003,72.2917,9.333635999999998,797,3356,4153
179,2011,Aug,summer,Clear,28.5975,32.4498,67.41669999999999,6.999289,1914,3277,5191
180,2011,Aug,summer,Clear,29.144153000000003,33.776250000000005,77,16.666518,1249,2624,3873
181,2011,Aug,summer,Clear,28.358347000000002,31.9127,47,18.54225,833,3925,4758
182,2011,Aug,summer,Clear,26.274153,30.303350000000002,45.5417,9.833121,1281,4614,5895
183,2011,Aug,summer,Clear,27.606652999999998,31.5346,60.5,16.958236,949,4181,5130
184,2011,Aug,summer,Mist,28.050846999999997,32.2927,77.1667,14.125810999999999,435,3107,3542
185,2011,Aug,summer,Mist,27.880000000000003,31.7778,85,25.166338999999997,226,889,1115
186,2011,Aug,summer,Clear,26.103347,30.3979,55.45830000000001,10.708275,729,3905,4634
187,2011,Aug,summer,Clear,26.205847000000002,29.7352,54.833299999999994,8.375536,775,4429,5204
188,2011,Aug,summer,Clear,26.923347,30.556050000000003,59.791700000000006,5.5833311,688,4370,5058
189,2011,Sep,summer,Clear,26.855,30.746050000000004,63.916700000000006,9.500332,783,4332,5115
190,2011,Sep,summer,Clear,29.075847,33.27145,74.20830000000001,13.833289,2521,2419,4940
191,2011,Sep,summer,Mist,27.606652999999998,31.282300000000003,79.0417,14.250632,1236,2115,3351
192,2011,Sep,summer,Light Precip,24.565847,27.21145,91.7083,6.500393600000001,118,1878,1996
193,2011,Sep,summer,Light Precip,25.990433,27.76805,93.9565,12.914116,153,1689,1842
194,2011,Sep,summer,Mist,26.650000000000002,28.9473,89.79169999999999,8.333393000000001,417,3127,3544
195,2011,Sep,summer,Clear,27.060000000000002,30.3981,75.375,10.291736,1750,3595,5345
196,2011,Sep,summer,Clear,26.786653,30.46145,71.375,7.708618,1633,3413,5046
197,2011,Sep,summer,Clear,26.418268,30.106500000000004,69.2174,5.957171000000001,690,4023,4713
198,2011,Sep,summer,Clear,26.684153,30.1777,71.25,9.500868,701,4062,4763
199,2011,Sep,summer,Clear,27.606652999999998,31.345,69.7083,11.2091,647,4138,4785
200,2011,Sep,summer,Mist,23.677500000000002,27.68355,70.9167,18.166782,428,3231,3659
201,2011,Sep,summer,Mist,20.158347,23.9256,71.8333,12.708225,1434,3077,4511
202,2011,Sep,summer,Clear,20.807499999999997,24.52685,69.5,11.958361,1353,2921,4274
203,2011,Sep,summer,Mist,24.395,27.526650000000004,90,6.4590814,539,3813,4352
204,2011,Sep,summer,Mist,25.761653000000003,27.74815,90.2083,8.584375,555,4240,4795
205,2011,Sep,fall,Mist,24.975847,26.106249999999996,97.25,5.2505689,258,2137,2395
206,2011,Sep,fall,Mist,24.873347,28.2206,86.25,5.2516811,1776,3647,5423
207,2011,Sep,fall,Mist,26.000847,28.631849999999996,84.5,3.3754064,1544,3466,5010
208,2011,Sep,fall,Mist,26.615847000000002,29.452099999999998,84.8333,7.4169,684,3946,4630
209,2011,Sep,fall,Mist,26.035,28.757899999999996,84.875,9.958143000000002,480,3427,3907
210,2011,Sep,fall,Clear,25.283347,28.7256,69.91669999999999,11.583161,653,4186,4839
211,2011,Sep,fall,Clear,23.130847,27.24145,64.75,13.833825,830,4372,5202
212,2011,Oct,fall,Mist,16.81,20.64315,75.375,19.583832,480,1949,2429
213,2011,Oct,fall,Mist,14.623347,17.26585,79.1667,14.874870999999999,616,2302,2918
214,2011,Oct,fall,Mist,15.750846999999998,19.6023,76.0833,5.5841686,330,3240,3570
215,2011,Oct,fall,Clear,19.850847,23.6429,71,13.792218,486,3970,4456
216,2011,Oct,fall,Clear,20.260847000000002,24.02125,62.083299999999994,9.041917999999999,639,4126,4765
217,2011,Oct,fall,Clear,20.944153,25.2202,68.41669999999999,1.5002439,949,4036,4985
218,2011,Oct,fall,Clear,21.388347,25.6621,70.125,3.0420814,2235,3174,5409
219,2011,Oct,fall,Clear,22.174153,26.19915,72.75,4.251150000000001,2397,3114,5511
220,2011,Oct,fall,Mist,23.233347000000002,27.3048,80.875,9.583814,667,3896,4563
221,2011,Oct,fall,Light Precip,22.276653,25.885849999999998,90.625,16.62605,217,2199,2416
222,2011,Oct,fall,Mist,22.584153,26.48375,71.625,15.000161,529,3115,3644
223,2011,Oct,fall,Clear,20.773346999999998,24.936249999999998,48.3333,17.291561,1899,3318,5217
224,2011,Oct,fall,Clear,20.978347,25.1577,48.6667,18.875039,1748,3293,5041
225,2011,Oct,fall,Clear,21.900847,25.53625,57.958299999999994,11.750393,713,3857,4570
226,2011,Oct,fall,Light Precip,22.211299,25.6924,89.52170000000001,16.303713,254,2170,2424
227,2011,Oct,fall,Clear,19.509153,23.32625,63.625,28.292425,471,3724,4195
228,2011,Oct,fall,Clear,17.5275,21.1798,57.4167,14.833532,676,3628,4304
229,2011,Oct,fall,Clear,17.322499999999998,21.2746,62.916700000000006,6.2086689,1499,2809,4308
230,2011,Oct,fall,Clear,17.288347,21.11665,74.125,6.6673375,1619,2762,4381
231,2011,Oct,fall,Clear,19.338347,23.16875,62.291700000000006,11.166086,695,3992,4687
232,2011,Oct,fall,Mist,19.27,22.8523,81.2917,13.250121,240,2419,2659
233,2011,Oct,fall,Light Precip,10.420846999999998,11.39565,88.25,23.541857,57,570,627
234,2011,Oct,fall,Clear,13.085847,16.06645,62.375,11.833339,885,2446,3331
235,2011,Oct,fall,Clear,13.940000000000001,17.803150000000002,70.3333,7.12545,362,3307,3669
236,2011,Nov,fall,Clear,15.477500000000001,19.50665,71.875,5.5001439,370,3816,4186
237,2011,Nov,fall,Clear,14.281653,18.117900000000002,73.4583,6.1676314,952,2697,3649
238,2011,Nov,fall,Clear,16.195,20.04355,75.875,3.834075,373,3662,4035
239,2011,Nov,fall,Clear,16.741653,20.6123,72.16669999999999,4.6255125,376,3829,4205
240,2011,Nov,fall,Clear,16.400000000000002,20.453950000000003,75.83330000000001,4.1671186,305,3804,4109
241,2011,Nov,fall,Clear,14.623347,17.8971,55.2917,14.208154,1275,2792,4067
242,2011,Nov,fall,Clear,18.074153,21.5275,45.8333,18.875307,1004,2713,3717
243,2011,Nov,fall,Clear,21.73,26.2306,58.7083,20.541932,595,3891,4486
244,2011,Nov,fall,Mist,21.73,25.37895,68.875,13.375411,449,3746,4195
245,2011,Nov,fall,Light Precip,18.723347,22.5994,93,9.167543,145,1672,1817
246,2011,Nov,fall,Clear,11.240847,13.63605,41,11.291711,245,3147,3392
247,2011,Nov,fall,Clear,13.495847,16.22415,50.208299999999994,15.041232,943,2720,3663
248,2011,Nov,fall,Light Precip,18.3475,22.2531,91,9.249618,220,2545,2765
249,2011,Nov,fall,Light Precip,17.083347,21.0848,96.25,7.959064,69,1538,1607
250,2011,Nov,fall,Clear,15.375,19.033549999999998,64.375,6.6260186,1095,1697,2792
251,2011,Nov,fall,Clear,18.825847,22.79,69.8333,13.999918,810,2261,3071
252,2011,Nov,fall,Clear,20.642598,24.5061,74.3043,9.522174,253,3614,3867
253,2011,Nov,fall,Mist,18.791653,22.56875,83.08330000000001,17.292164,96,2818,2914
254,2011,Nov,fall,Clear,13.325000000000001,15.561050000000002,61.3333,18.167586,188,3425,3613
255,2011,Dec,fall,Clear,12.8125,15.2777,52.4583,14.750586,182,3545,3727
256,2011,Dec,fall,Clear,12.265847,15.530199999999999,61.291700000000006,6.4174811,706,2908,3614
257,2011,Dec,fall,Clear,13.564153,17.455000000000002,77.5833,5.6252061,634,2851,3485
258,2011,Dec,fall,Mist,15.819153,19.696250000000003,82.70830000000001,4.1679561000000005,233,3578,3811
259,2011,Dec,fall,Light Precip,18.962500000000002,22.82,94.9583,15.583061,126,2468,2594
260,2011,Dec,fall,Light Precip,16.81,20.0123,97.04169999999999,17.833725,50,655,705
261,2011,Dec,fall,Clear,10.899153,12.8469,57.99999999999999,16.083886,150,3172,3322
262,2011,Dec,fall,Clear,11.275,13.320599999999999,50.74999999999999,15.625807,502,2688,3190
263,2011,Dec,fall,Clear,9.054153,12.6577,49,4.458293899999999,377,2366,2743
264,2011,Dec,fall,Clear,9.771652999999999,13.5098,67.08330000000001,4.251150000000001,143,3167,3310
265,2011,Dec,fall,Clear,11.5825,15.0569,59,9.41685,155,3368,3523
266,2011,Dec,fall,Mist,15.375,17.99125,50.0417,17.458525,178,3399,3577
267,2011,Dec,fall,Mist,10.591652999999999,12.46855,56.0833,16.292189,275,2464,2739
268,2011,Dec,fall,Clear,9.771652999999999,12.27895,58.62500000000001,11.375193000000001,220,2211,2431
269,2011,Dec,fall,Clear,11.343347,14.04665,63.74999999999999,11.584031999999999,260,3143,3403
270,2011,Dec,winter,Mist,17.356653,21.306050000000003,75.75,3.1674249999999997,227,2841,3068
271,2011,Dec,winter,Clear,15.306653,18.87565,68.625,18.374482,163,2046,2209
272,2011,Dec,winter,Clear,11.266103,13.998050000000001,68.13040000000001,10.391097,303,451,754
273,2011,Dec,winter,Clear,12.264330000000001,13.9987,50.39130000000001,19.695386999999997,255,2047,2302
274,2011,Dec,winter,Clear,10.181653,13.194600000000001,57.4167,8.000604000000001,254,2169,2423
275,2011,Dec,winter,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
276,2011,Dec,winter,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
277,2012,Jan,winter,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
278,2012,Jan,winter,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
279,2012,Jan,winter,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
280,2012,Jan,winter,Mist,4.4075,5.96685,41.4583,12.3749,95,2273,2368
281,2012,Jan,winter,Clear,10.899153,13.9206,52.416700000000006,8.709128999999999,140,3132,3272
282,2012,Jan,winter,Clear,13.700847,17.01335,54.2083,11.249836,307,3791,4098
283,2012,Jan,winter,Clear,13.8375,17.012900000000002,46.5,12.833314,599,2826,3425
284,2012,Jan,winter,Mist,9.190847,12.37395,70.1667,6.6263000000000005,106,2270,2376
285,2012,Jan,winter,Clear,12.656536000000001,15.9413,64.65220000000001,12.565984,173,3425,3598
286,2012,Jan,winter,Mist,11.240847,14.14105,84.75,8.791807,92,2085,2177
287,2012,Jan,winter,Clear,11.240847,12.4681,50.74999999999999,25.333236,174,3040,3214
288,2012,Jan,winter,Clear,7.79,9.53315,52.25,15.500986000000001,217,2081,2298
289,2012,Jan,winter,Mist,15.294763,18.2139,71.6087,23.39171,127,2808,2935
290,2012,Jan,winter,Clear,12.436653000000002,13.7627,44.333299999999994,27.833743,109,3267,3376
291,2012,Jan,winter,Mist,8.9175,11.047899999999998,45,13.58425,115,3048,3163
292,2012,Jan,winter,Mist,7.106653,8.74375,83.125,14.917014,67,1234,1301
293,2012,Jan,winter,Clear,12.060847,14.74105,64.375,10.791756999999999,467,3803,4270
294,2012,Jan,winter,Mist,14.008347,17.8025,76.95830000000001,4.9175186,244,3831,4075
295,2012,Jan,winter,Mist,17.425,20.76915,74.125,22.958689,269,3187,3456
296,2012,Jan,winter,Clear,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,775,3248,4023
297,2012,Jan,winter,Clear,11.5825,13.63605,31.125000000000004,16.08335,558,2685,3243
